floor,sq_mt_built,sq_mt_useful,n_rooms,built_year,has_terrace,has_balcony,is_renewal_needed,has_garden,has_lift,has_ac,has_pool,has_parking,house_type_Casa,house_type_Dúplex,house_type_Piso,house_type_Ático,heating_type_central,heating_type_individual,heating_type_unknown,orientation,price_category,is_exterior_0,is_exterior_1,is_exterior_2,price_per_m2,is_district__1,is_district__2,is_district__3,is_district__4,is_district__5,is_district__6,is_district__7,is_district__8,is_district__9,is_district__10,is_district__11,is_district__12,is_district__13,is_district__14,is_district__15,is_district__17,is_district__18,is_district__19,is_district__20,is_district__21,is_ernegy_certificate__A,is_ernegy_certificate__B,is_ernegy_certificate__C,is_ernegy_certificate__D,is_ernegy_certificate__E,is_ernegy_certificate__F,is_ernegy_certificate__G
-0.5,-0.8267455516957339,-0.16655657970441226,-0.665855326481734,1973,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,1,0,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.7968584042852287,-0.16655657970441226,-1.3279043733727507,1951,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,all,Low,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.8267455516957339,-0.16655657970441226,-0.665855326481734,1940,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,1,0,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-0.7071969620537132,-0.7603790131218897,-1.3279043733727507,1970,2,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.6997251752010869,-0.7063951555384826,-0.665855326481734,1965,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,north-south,Medium-Low,1,0,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,-0.2738333246013883,0.24731966176837505,0.6582427673002993,1973,1,1,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,unknown,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,-0.38591012739078273,-0.14856196050994325,-1.9899534202637674,1987,2,2,0,0,0,1.0,0.0,1,0,0,1,0,0,1,0,west,Medium-Low,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.7221405357589659,-0.16655657970441226,-1.3279043733727507,1964,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,1,0,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,-0.6922533883484606,-0.6884005363440137,-0.665855326481734,1960,2,2,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,east-south,Medium-Low,1,0,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5,-0.6100637329695714,-0.5984274403716686,-0.665855326481734,1978,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.0496797190225996,0.6611959032411624,-0.003806279590717332,1977,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-High,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,-0.5876483724116925,-0.16655657970441226,-0.003806279590717332,1967,1,1,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,south,Medium-Low,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.341079406275025,-0.16655657970441226,0.6582427673002993,1955,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,0,1,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,-0.28130511145401466,-0.16655657970441226,-0.003806279590717332,1965,2,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium,0,0,1,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.8342173385483602,-0.16655657970441226,-1.3279043733727507,1945,2,2,1,0,1,1.0,0.0,0,0,0,1,0,0,1,0,east-south,Low,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.28130511145401466,-0.3285081524546334,-0.003806279590717332,2001,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,0,1,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,0.02503814950366331,-0.16655657970441226,-0.003806279590717332,2002,1,1,0,0,1,1.0,1.0,1,0,0,0,1,0,0,1,east,Medium-High,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,-0.34855119312765126,0.12135732740709196,-0.003806279590717332,1976,1,2,0,0,1,1.0,0.0,1,0,0,1,0,1,0,0,east-west,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.2962486851592672,0.15734656579602999,0.6582427673002993,1973,1,2,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,south,Medium,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.3634947668329038,-0.23853505648228832,-0.665855326481734,2005,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,0,1,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,-0.7296123226115921,-0.9403252050665799,-1.3279043733727507,1969,2,2,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,north-east-west,Medium-Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,-0.48304335647492447,-0.5084543443993236,-0.665855326481734,2007,2,2,0,0,1,1.0,1.0,1,0,0,1,0,1,0,0,east-west,Medium-High,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.8267455516957339,-0.9763144434555179,-0.665855326481734,1957,2,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,1,0,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.3336076194223987,0.175341184990499,-0.003806279590717332,1975,1,1,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,north-east-south,Medium,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.7968584042852287,-1.0302983010389248,-0.665855326481734,1957,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,south,Low,1,0,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,-0.5353458644433086,-0.3285081524546334,-0.003806279590717332,1937,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,east,Medium,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,-0.19911545607512543,0.21133042337943703,-0.003806279590717332,1966,1,1,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,north-east-west,Medium,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,0.28655068934558353,-0.16655657970441226,0.6582427673002993,1980,1,2,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,south,High,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,-0.7968584042852287,-0.9403252050665799,-0.665855326481734,1965,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,1,0,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,0.17447388655618914,1.1110613831028877,-0.665855326481734,1982,1,2,0,0,1,1.0,0.0,1,0,0,0,1,1,0,0,south,Medium-High,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.4680997827696719,-0.16655657970441226,-0.665855326481734,2002,2,2,0,0,1,1.0,0.0,1,0,0,1,0,0,0,1,south,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.6698380277905818,-0.16655657970441226,-1.3279043733727507,1971,1,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,0,1,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.2738333246013883,-0.16655657970441226,0.6582427673002993,1920,2,1,1,0,1,1.0,0.0,0,0,0,1,0,0,1,0,east-west,Medium,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.31866404571714607,-0.16655657970441226,-1.3279043733727507,1959,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,0,1,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.25888975089613575,0.21133042337943703,-0.003806279590717332,1974,1,2,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,east-south,Medium,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.9238787807798757,-0.16655657970441226,-1.9899534202637674,1964,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,-0.17670009551724655,-0.16655657970441226,-0.003806279590717332,2004,1,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-High,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.6100637329695714,-0.5984274403716686,-0.665855326481734,1930,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.8469347032925554,-0.16655657970441226,5.954635142428433,1937,2,1,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,south-west,High,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,-0.2738333246013883,-0.16655657970441226,0.6582427673002993,1952,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,east,Medium,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.3014942630508361,1.7408730549093032,-0.665855326481734,2007,1,2,0,0,1,1.0,1.0,1,0,1,0,0,0,1,0,east,Medium-High,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.6698380277905818,-0.6884005363440137,-1.9899534202637674,1945,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.08703865328573106,-0.16655657970441226,-0.003806279590717332,1988,2,1,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-High,1,0,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1.5941133885551844,-0.16655657970441226,-0.665855326481734,1963,1,2,0,0,2,0.0,0.0,0,1,0,0,0,0,0,1,west,High,0,0,1,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.6175355198221978,-0.16655657970441226,-0.003806279590717332,1957,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,1,0,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.6474226672327029,-0.16655657970441226,-1.3279043733727507,1971,1,2,0,0,1,1.0,0.0,0,0,0,0,1,0,0,1,unknown,Medium,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.5278740775906823,-0.38249201003804045,-0.665855326481734,1970,2,2,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,north-south,Medium-Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.42326906165391415,-0.16655657970441226,-0.003806279590717332,1936,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.42326906165391415,-0.14856196050994325,-0.003806279590717332,1967,1,2,1,0,1,0.0,0.0,0,0,0,1,0,1,0,0,unknown,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,-0.35602297998027754,-0.16655657970441226,-0.003806279590717332,1963,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,east,Medium,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,-0.7221405357589659,-0.7243897747329517,-1.3279043733727507,1961,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,north,Medium-Low,1,0,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.4083254879486616,-0.004605006954191137,-0.003806279590717332,1936,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,east,Medium-Low,1,0,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,-0.5801765855590663,-0.5264489635937926,-1.3279043733727507,1965,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,-0.7445558963168447,-0.8863413474831728,-1.9899534202637674,1970,2,1,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,east,Medium-Low,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.6474226672327029,-0.6884005363440137,-1.3279043733727507,1970,2,1,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,south,Medium-Low,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,-0.3037204720118935,-0.2205404372878193,-0.665855326481734,2002,1,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,west,Medium-High,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-0.7968584042852287,-0.9043359666776418,-0.665855326481734,1883,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,east,Medium-Low,1,0,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.5353458644433086,-0.29251891406569536,-0.003806279590717332,1951,2,1,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,north-east,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.7968584042852287,-0.16655657970441226,-1.9899534202637674,1959,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,1,0,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,-0.4979869301801771,-0.3285081524546334,-0.665855326481734,1951,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,south-west,Medium,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.19911545607512543,-0.16655657970441226,0.6582427673002993,1920,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,east-west,Medium-High,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,-0.6025919461169451,-0.16655657970441226,-1.3279043733727507,2003,2,1,0,0,1,1.0,1.0,1,0,1,0,0,0,0,1,unknown,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.42326906165391415,-0.14856196050994325,-0.003806279590717332,1995,2,2,0,0,1,1.0,1.0,0,0,0,1,0,1,0,0,east-south,Medium,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.677309814643208,-0.16655657970441226,-1.3279043733727507,2005,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,south,Medium,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,-0.08703865328573106,0.48124971129647226,-0.003806279590717332,1963,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,-0.28877689830664094,-0.16655657970441226,-0.003806279590717332,2002,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,west,Medium-High,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.57270479870644,-0.16655657970441226,-1.3279043733727507,2002,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,east-south,Medium,0,1,0,4486.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.6025919461169451,-0.16655657970441226,-0.665855326481734,1940,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,0,1,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,-0.7968584042852287,-1.048292920233394,-1.9899534202637674,1973,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,east,Medium-Low,1,0,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,-0.19911545607512543,-0.16655657970441226,-0.003806279590717332,1999,2,1,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,north,Medium-High,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.4083254879486616,-0.11257272212100522,0.6582427673002993,1937,2,1,1,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium,1,0,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.6474226672327029,-0.5984274403716686,-1.3279043733727507,1957,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,east-west,Medium-Low,1,0,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.5,-0.6025919461169451,-0.8683467282887039,-1.9899534202637674,1930,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,1,0,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-0.12439758754886251,-0.16655657970441226,-0.003806279590717332,1985,2,2,0,0,1,0.0,0.0,1,0,0,1,0,0,0,1,north,Medium-High,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.57270479870644,-0.38249201003804045,-0.665855326481734,1978,2,2,0,0,0,1.0,0.0,0,0,1,0,0,0,1,0,unknown,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.214059029780378,-0.16655657970441226,-0.003806279590717332,1975,1,2,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,unknown,Medium,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.0,-0.48304335647492447,-0.25652967567675733,-0.665855326481734,2000,1,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-High,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-0.8342173385483602,-1.048292920233394,-1.3279043733727507,1951,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,east,Medium-Low,1,0,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,-0.17670009551724655,0.4632550921020032,-0.003806279590717332,1972,1,2,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,north,Medium,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,-0.42326906165391415,-0.05858886453759818,0.6582427673002993,1957,2,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,south,Medium,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.26636153774876203,-0.16655657970441226,-0.665855326481734,1968,2,2,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,east-south,Medium-High,0,1,0,4098.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.677309814643208,-0.7063951555384826,-0.665855326481734,1957,2,2,1,0,0,0.0,0.0,0,0,1,0,0,0,0,1,unknown,Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,-0.42326906165391415,-0.11257272212100522,0.6582427673002993,1936,2,1,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,1,0,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.7893866174326024,-0.9943090626499869,-1.3279043733727507,1978,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,east,Medium-Low,1,0,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.7968584042852287,-0.16655657970441226,-1.3279043733727507,1965,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,1,0,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,0.07734065747204735,0.6252066648522243,-0.003806279590717332,1955,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.0496797190225996,0.6432012840466934,0.6582427673002993,1973,2,1,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,west,Medium,0,1,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.38591012739078273,-0.16655657970441226,-0.665855326481734,1989,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,-0.2290026034856306,-0.16655657970441226,0.6582427673002993,1960,2,2,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,east,Medium,1,0,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.6922533883484606,-0.16655657970441226,-1.3279043733727507,1957,2,1,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,east-south,Medium-Low,0,1,0,4208.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.7071969620537132,-0.16655657970441226,-1.9899534202637674,1990,2,2,0,0,0,1.0,0.0,1,0,0,1,0,0,0,1,south,Medium-Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.8118019779904813,-0.16655657970441226,-1.9899534202637674,1983,2,2,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,3975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.6997251752010869,-0.7063951555384826,-0.665855326481734,1920,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,1,0,0,3972.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.6399508803800766,-0.5804328211771996,-0.665855326481734,1975,2,1,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,west,Medium-Low,0,1,0,3783.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
